N° Enr.,TENUESTOCK,ARCLEUNIK,DATECRE,CODEART,DESIGN,LIBART,CODEFAM,DEVISE,UNITE
134,1,27109,01/13/2017,07440.FIL          ,Division à 2 robinets à volant. 1 entrée FF 70X1.5 / 2 sorties FM 1.5. Aluminium,DIV 2 ROB VOL FF70X1.5-FM1.5  ,PSF,   ,UNI     
135,1,27110,01/13/2017,06566              ,"RAC CAME 2.5 FEMELLE -FF3"" ALU","RAC CAME 2.5 FEMELLE -FF3"" ALU",ACO,   ,UNI     
136,1,27111,01/16/2017,29601.B75          ,"FROGGY TACTICAL  2.5"" - ENTREE COLLECTEUR 2X STORZ B75 - FM 2""1/2 - ALU","FROGGY 2.5"" 2X STORZ B75 / FM ",PF ,   ,UNI     
137,1,27112,01/16/2017,03182.GHT.25GPM    ,"DIFFUSEUR FEU DE FORET ""BATFLAM"" 25 GPM (100 LPM) ENTREE FILETEE FEMELLE 3/4"" GHT - ALU - OAD",DIFF BATFLAM 25 GPM FF3/4 GHT ,PF ,   ,UNI     
138,1,27113,01/16/2017,08344.GFR20        ,"RIA tournant pivotant DN25 + 30m de tuyau. Entrée mâle 1"" BSP. Vanne 1/4 TOUR . Sortie par raccord GFR mâle DN20. Acier peint rougevoir plan 22937",RIA EUROPEEN TP DN 25 GFR DN20,PF ,   ,UNI     
139,1,27114,01/16/2017,40782              ,TOURNANT SPHERIQUE DN52 POUR DIVIVSION 2016 - ALU - OAD,TOURNANT SPHERIQUE DN52 ALU   ,PSF,   ,UNI     
140,1,27115,01/16/2017,40780              ,BRIDE CARREE DSP65 DIV ALU,BRIDE CARREE DSP65 DIV ALU    ,PSF,USD,UNI     
141,1,27116,01/16/2017,40784              ,BRIDE CARREE DSP40 DIVISION ALU,BRIDE CARREE DSP40 DIVISION   ,PSF,USD,UNI     
142,1,27117,01/16/2017,40781              ,BAGUE ETANCHEITE TOURNANT SPHERIQUE DN52 POUR DIVISION 2016 - PTFE,BAGUE ETANCHEITE TOUR SPHE 52 ,ACO,   ,UNI     
143,1,27118,01/16/2017,40785              ,BAGUE D'ETANCHEITE POUR TOURNANT SPHERIQUE DN35 - PTFE,BAGUE ETANCHEITE TOURN SPHER  ,ACO,   ,UNI     
144,1,27119,01/16/2017,40786              ,TOURNANT SPHERIQUE DN35 POUR DIVISION - ALU - OAD,TOURN SPHER DN35 ALU          ,PSF,   ,UNI     
145,1,27120,01/16/2017,40778              ,"DIVISION ""TRIPOK"" 2016 - 3 SORTIES 1/4 TOUR. 1XDSP DN65 À VERROU / 1XDSP DN65 + 2XDSP DN40 SANS VERROU - ALU - ANCIENNE REF : 07420",TRIPOK 2016 DSP65AV/DSP65/2X40,PF ,   ,UNI     
146,1,27121,01/16/2017,40783              ,"BRIDE CARRÉE DN40 FM1""1/2 - ALU",BRIDE CARREE DN40 FM1.5 ALU   ,PSF,   ,UNI     
147,1,27122,01/16/2017,40847              ,"BRIDE CARREE DN40 FILETAGE MALE 2"" BSP - ALU",BRIDE CARREE DN40 FM2 BSP ALU ,PSF,   ,UNI     
148,1,27123,01/16/2017,40779              ,"BRIDE CARREE DN65 FILETAGE MALE 2""1/2 BSP DIVISION 2016 - ALU",BRIDE CARREE DN65 FM2.5 ALU   ,PSF,   ,UNI     
149,1,27124,01/16/2017,32973.ANG.GOST80   ,DEBITMETRE ELECTRO DN65 VERSION 2012 AVEC RACCORDS GOST DN80 ALU - ANGLAIS  Nouvel Affichage + Batterie + Chargeur Batterie ,DEBITMETRE ELECTRO DN65 V2012 ,PF ,   ,UNI     
150,1,27125,01/16/2017,36213              ,"RAC STORZ 25 FM 1"" LAITON","RAC STORZ 25 FM 1"" LAITON     ",ACO,   ,UNI     
151,1,27126,01/16/2017,41062              ,JOINT PLAT Ø216xØ200x4,"JOINT FOND FILET 8""           ",ACO,   ,UNI     
152,1,27127,01/16/2017,36214              ,"Ecrou fileté femelle 1,5"" FDNY 2,10 x 8 tpi alu (écrou identique aux codes 8295, 8296… mais avec un filetage 2,10 x 8 tpi)","ECROU FF 1.5"" FDNY            ",ACO,   ,UNI     
153,1,27130,01/16/2017,37791OU            ,MOULE POUR REF 37791.FO FONDERIE COUVERCLE ROUE TANGEANTE AZIMUT BRUT - BRONZE SANS PEINTURE,MOULE POUR REF 37791.FO       ,AOU,   ,UNI     
154,1,27132,01/16/2017,36218              ,CASQUETTE ANTI-HEURT,CASQUETTE ANTI-HEURT          ,AFO,   ,UNI     
155,1,27133,01/16/2017,36219              ,CHARLOTTE A CLIP LOT DE 100 PCS ,CHARLOTTE A CLIP LOT DE 100 PC,AFO,   ,UNI     
156,1,27134,01/16/2017,40902              ,FILTRE DN38 INOX 304,FILTRE DN38 INOX 304          ,ACO,USD,UNI     
157,1,27135,01/16/2017,40902OU            ,MOULE POUR FILTRE DN38 INOX 304,MOULE POUR FILTRE DN38 INOX   ,AOU,USD,UNI     
158,1,27139,01/17/2017,27156OU            ,OUTILLAGE ETIQUETTE RECEPTEUR ,OUTILLAGE ETIQUETTE RECEPTEUR ,AFO,   ,UNI     
159,1,27140,01/17/2017,40113              ,FOURREAU TETE AUTOMATIQUE LANCE COMPACT LEADER - OAD NOIRE + SATINAGE,FOURREAU TETE AUTOMATIQUE LANC,PSF,   ,UNI     
160,1,27141,01/17/2017,40116              ,BAGUE DE REGLAGE AUTOMATIQUE LANCE COMPACT LEADER-OAD NOIRE+SATINAGE,BAGUE DE REGLAGE              ,PSF,   ,UNI     
161,1,27142,01/17/2017,40112              ,AJUTAGE TETE AUTOMATIQUE LANCE COMPACT LEADER,AJUTAGE TETE AUTOMATIQUE      ,PSF,   ,UNI     
162,1,27143,01/17/2017,40114              ,CLAPET LANCE COMPACTE AUTOMATIQUE  LEADER,CLAPET LANCE COMPACTE LEADER  ,PSF,   ,UNI     
163,1,27144,01/17/2017,40115              ,GUIDE RESSORT LANCE COMPACT AUTOMATIQUE LEADER,GUIDE RESSORT                 ,PSF,   ,UNI     
164,1,27145,01/17/2017,40174              ,BAGUE DE REGLAGE AUTOMATIQUE LANCE COMPACT LEADER GRAVURE : SELON PLAN 40116,BAGUE DE REGLAGE              ,PSF,   ,UNI     
165,2,27146,01/17/2017,36220              ,LOCTITE 5926 SILICONE BLEU TUBE 100 ML,LOCTITE 5926 SILICONE BLEU 100,AFO,   ,UNI     
166,1,27147,01/17/2017,37145.DSP65        ,TETE DIFFUSION MAGIKADOR 750 ENTREE DSP65 DEBITS 350 - 500 - 600 - 750 L/MIN,TETE DIFF MAGI 750 DSP65      ,PF ,   ,UNI     
167,1,27149,01/18/2017,36222              ,JOINT TORIQUE 165x3 NBR 70 +/-5 IRHD,JOINT TOR 165X3 NBR 70 +/     ,ACO,   ,UNI     
168,1,27150,01/18/2017,36223              ,JOINT TORIQUE 180x4 NBR 70 +/-5 IRHD,JOINT TORIQUE 180x4 NBR 70 +/ ,ACO,   ,UNI     
169,1,27151,01/18/2017,31798              ,PROFILE JOINT POUR 1/2 RACCORD DE VENTILATION DN170 (RACCORD ZAG) 03731 - NITRILE (NBR),PROFILE JOINT RAC ZAG DN170   ,ACO,   ,M       
170,1,27152,01/18/2017,CIR E 13           ,CIRCLIPS EXT 13 DIN INOX 304 OU A2BOITAGE DE 200 UNITES,CIRCLIPS EXT 13 INOX          ,ACO,   ,UNI     
171,1,27153,01/18/2017,ACCI60UU05025EP5   ,U Acier E24 6M Dim. 40 x20 EP5PRIX AU M,U Acier E24 6M Dim. 50*25EP5  ,MAP,   ,M       
172,1,27154,01/18/2017,09228.35528        ,"STANDROHR 2 ABSPERRARE 2X2""1/2 65 NEN 3374 DN80 ALU avec tige et clapet en bronze selon référence 35528","STANDROHR 2 ABSPERRARE 2X2""1/2",PF ,   ,UNI     
173,1,27155,01/18/2017,07949.NEN65.TUY70  ,"Description technique complète : Unité mobile de mousse avec reservoir de 100 litresReservoir en polyéthylène teinte jaune monté sur châssis de 2 roues Ø 400mm avec pneumatiques + 2 roulettes avant + dispositif de blocageLivrée avec ses accessoires :-1 proportionneur Mixy Eductor de 200 l/min. NEN65(16160.NEN)-1 flexible d'aspiration-1 tuyau souple DN70, longueur 20 mètres avec raccords NEN65-1 lance mousse bas foisonnement de 200 l/min. Entrée NEN65(23554.NEN65)",UNITE MOBILE MOUSSE 100L FUT  ,PF ,   ,UNI     
174,1,27156,01/18/2017,09260.35528        ,"STANDROHROBERTEIL KOMPLETT 2 ABSPERRUNGEN 2""1/2 AG AVEC ROBINET EN BRONZE",STANDROHROBERTEIL KOMPLETT    ,PF ,   ,UNI     
175,1,27161,01/19/2017,40141              ,BAGUE DE REGLAGE AUTOMATIQUE LANCE COMPACT LEADERGRAVURE : SELON PLAN 40116,BAGUE DE REGLAGE              ,PSF,   ,UNI     
176,1,27163,01/19/2017,36225              ,BRIDE PLEINE TYPE 05 PN16 DN65 ASA 150 4 TROUS INOX 316L,BRIDE PLEINE TYPE 05 PN16 DN65,ACO,   ,UNI     
177,1,27164,01/19/2017,31447              ,"CORPS DE PROPORTIONNEUR MIXY"" ROUGE - ALU",CORPS PROPORTIONNEUR MIXY     ,PSF,   ,UNI     
178,1,27165,01/19/2017,BRBD30RC00016098   ,TUBE BZE CuSn7Pb6 Zn4 160*98 MMPRIX AU KILOLG BARRE 3M,TUBE BZE CuSn7Pb6 Zn4 160*98  ,MAP,   ,M       
179,1,27167,01/19/2017,ALAM60PL00008006   ,PLAT ALU 6060T6 80*6 MM,PLAT ALU 6060T6 80*6MM        ,MAP,   ,M       
180,1,27168,01/20/2017,41055              ,PLAQUE ARRIERE COLLECTEUR  - REMORQUE 9000L/MIN AVEC 8 ENTREES DN65MATIERE : INOX 316LDECOUPE + PLIAGE,PLAQUE ARRIERE COLLECTEUR  - R,ACO,   ,UNI     
181,1,27169,01/20/2017,29001.FM1.5.BSP    ,LANCE BI-FOIST BF/MF 200L SANS ROBINET FM 1/1/2 BSP-Bague de séléction en anglais,LANCE BI-FOIST BF/MF 200L BSP ,PF ,   ,UNI     
182,1,27170,01/23/2017,39750              ,BARRE DE COUPLAGE PARTNER II OSCILLANTE PIECE USINEEMatière : ALU 6061-T5,BARRE DE COUPLAGE PARTNER II O,PSF,   ,UNI     
183,1,27171,01/23/2017,39751              ,FOURCHETTE PARTNER II,FOURCHETTE PARTNER II         ,ACO,   ,UNI     
184,1,27172,01/23/2017,39752              ,BLOCAGE TRANSLATION PARTNER II OSCILLANTEMatière : AISI 316,BLOCAGE TRANSLATION PARTNER II,ACO,   ,UNI     
185,1,27174,01/23/2017,39755              ,BRAS DE COUPLAGE PARTNER II OSCILLANTE-OAD NOIR,BRAS DE COUPLAGE              ,PSF,   ,UNI     
186,1,27175,01/23/2017,39760              ,REGLAGE EXCENTRIQUE PARTNER II OSCILLANTE -OAD NOIRE,REGLAGE EXCENTRIQUE           ,PSF,   ,UNI     
187,1,27176,01/23/2017,39764              ,BOUCHON EXCENTRIQUE PARTNER II OSCILLANTE,BOUCHON EXCENTRIQUE           ,PSF,   ,UNI     
188,1,27177,01/23/2017,39766              ,SORTIE OSCILLATEUR FM 21/2 NH PARTNER II OSCILLANTE-OAD NOIRE,"SORTIE OSCILLATEUR FM 2""1/2 NH",PSF,   ,UNI     
189,1,27178,01/23/2017,39767              ,AXE POIGNEE PARTNER II OSCILLANTE-OAD NOIRE,AXE POIGNEE PARTNER II        ,PSF,   ,UNI     
190,1,27179,01/23/2017,39768              ,EQUERRE PARTNER II OSCILLANTE-OAD NOIRE,EQUERRE PARTNER II            ,ACO,   ,UNI     
191,1,27180,01/23/2017,39769              ,FOURREAU RESSORT PARNTER II OSCILLANTE -OAD NOIRE,FOURREAU RESSORT PARNTER II   ,PSF,   ,UNI     
192,1,27181,01/23/2017,39770              ,"AXE DE TRANSMISSION POUR ""PARTNER II"" OSCILLANTE - LAITON",AXE DE TRANSMISSION PARTNER II,PSF,   ,UNI     
193,1,27182,01/23/2017,39771              ,CHAPE PARTNER II OSCILLANTE -OAD NOIRE,CHAPE PARTNER II              ,ACO,   ,UNI     
194,1,27183,01/23/2017,39786              ,VIS SANS FIN PARTNER II OSCILLANTE Matière : AISI 303,VIS SANS FIN PARTNER II       ,ACO,   ,UNI     
195,1,27184,01/23/2017,39772              ,BOUCHON VIS SANS FIN PARTNERII OSCILLANTE -OAD NOIRE,BOUCHON VIS SANS FIN PARTNERII,PSF,   ,UNI     
196,1,27185,01/23/2017,39774              ,AXE DE TRANSLATION PARTNER II OSCILLANTE -OAD NOIRE,AXE DE TRANSLATION PARTNER II ,ACO,   ,UNI     
197,1,27186,01/23/2017,39775              ,PLAQUE DE DESIGNATION PARTNER II OSCILLANTE -OAD NOIRE,PLAQUE DE DESIGNATION PARTNER ,ACO,   ,UNI     
198,1,27187,01/23/2017,39787              ,PALIER VIS SANS FIN PARTNER IIOSCILLANTE Matiere : Derlin,PALIER VIS SANS FIN PARTNER II,ACO,   ,UNI     
199,1,27188,01/23/2017,09403.750.MACHINO80,"LANCE ""LEGENDE 750"" À RÉGULATION AUTO DE PRESSION DE 200 À 750 L/MIN À 7 BAR + JETS RÉGLABLES (ÉCRAN, DIFF. ATTAQUE ET JET DROIT). ENTRÉE RACCORD MACHINO 80 ALUGRAVER : QLD6.0-13IV-LEGENDE 750 MADE IN FRANCE",LANCE LEGENDE 750 MACHINO 80  ,PF ,   ,UNI     
200,1,27189,01/23/2017,36226              ,CHEVILLE DE SECURITE W-HAZ-B / A4 M12x132 18/20,CHEVILLE DE SECURITE          ,ACO,   ,UNI     
201,1,27190,01/23/2017,18673.75L          ,"LANCE POK FOAM ""QST"" 75 LPM. ENTRÉE FILETÉE FEMELLE 3/4 BSP. ALU - OAD","MINI-RAMBOJET FF3/4"" BSP DIFF ",PF ,   ,UNI     
202,1,27192,01/23/2017,36227              ,CAISSE CHASSIS CO2 2350*1050*1115 + FUMAGE NIMP15 (MARQUAGE) + CERTIFICAT DE TRAITEMENT.,CAISSE CHASSIS CO2 + FUMAGE   ,AFO,   ,UNI     
203,1,27193,01/24/2017,08343.02837        ,"RIA tournat pivotant DN33-30 mètres de tuyau.Entrée mâle 1,5"" BSP.Vanne à volant.Sortie par robinet DMB 40/12-12 en bronze.Acier peint rougevoir plan 22941",RIA 33-30M + DMB 40/12-12 BZE ,PF ,   ,UNI     
204,1,27194,01/24/2017,36228              ,"Vannes 3 voies en laiton. 3 sorties filetées femelles 1""","VANNES 3 VOIES 1""             ",MAR,   ,UNI     
205,1,27196,01/24/2017,36229              ,JOINT TOR 92*2 NITRILE,JOINT TOR 92*2 NITRILE        ,ACO,   ,UNI     
206,1,27198,01/25/2017,41157              ,Coude alimention à 90°. Entrée raccord à griffe - Sortie DSP 40 à verrou. Construction Alliage aluminium,COUDE 90°DSP40 RACCORD GRIFFE ,PF ,   ,UNI     
207,1,27199,01/25/2017,41158              ,"RACCORD MULTIGRIFFES DN65 2""1/2 BSP","RAC MULTIGRIFFE DN65 2""1/2 BSP",PF ,   ,UNI     
208,1,27200,01/25/2017,41160              ,"1/2 RACCORD AR DN 100 avec verrou + filtre / FM 2"" BSP","1/2 RAC AR DN 100 - FM2""      ",PSF,   ,UNI     
209,1,27201,01/25/2017,37119              ,"BAGUE DE TRANSFORMATION FF4"" - FM2""","BAGUE FF4"" - FM2""             ",PF ,   ,UNI     
210,1,27202,01/25/2017,09470.25M          ,TUYAU INCENDIE PIL DN45 - LONGUEUR 25 MÈTRES AVEC RACCORDS SYMÉTRIQUE DN40 BRONZE,TUYAU PIL DN45-25M.SYM40BZE   ,PF ,   ,UNI     
211,1,27203,01/25/2017,06700OU            ,AJUTAGE STRAHLROHR C PA6 GRIS ,MOULE AJUTAGE STRAHLROHR      ,AOU,USD,UNI     
212,1,27204,01/25/2017,07951.NEN          ,UNITE MOBILE MOUSSE 150L avec proportionneur Mixy alu de 400l/mn entrée et sortie par raccord storz NEN 65 LANCE mousse(23558.NEN) proportionneur (16215.NEN),UNITE MOBILE MOUSSE 150L FUT  ,PF ,   ,UNI     
213,1,27205,01/25/2017,40270              ,BOUCHON KEYSER FEMELLE,BOUCHON KEYSER FEMELLE        ,ACO,   ,UNI     
214,1,27206,01/25/2017,40270OU            ,MOULE COQUILLE A UNE EMPREINTE POUR BOUCHON KEYSER FEMELLE 40270,MOULE POUR BOUCHON KEYSER     ,AOU,   ,UNI     
215,1,27207,01/25/2017,40272              ,CAVALIER KEYSER FEMELLE,CAVALIER KEYSER FEMELLE       ,ACO,   ,UNI     
216,1,27208,01/25/2017,40272OU            ,MOULE COQUILLE A UNE EMPREINTE POUR CAVALIER KEYSER FEMELLE 40272,MOULE POUR CAVALIER KEYSER    ,AOU,   ,UNI     
217,1,27209,01/26/2017,20477              ,Pied - chambre à mousse DN50 - Débit 210 l/mn 5 bar - inox,Pied-chambre mousse DN50 - Dé ,PSF,   ,UNI     
218,1,27212,01/26/2017,20476              ,Convergent - chambre à  mousse DN50,Convergent - chamb mousse DN50,PSF,   ,UNI     
219,1,27215,01/26/2017,20481              ,CORPS CHAMBRE À  MOUSSE DN50 - DÉBIT 210 L/MN 5 BAR - INOX,CORPS CHAMBRE MOUSSE DN50     ,PSF,   ,UNI     
220,1,27216,01/26/2017,20490              ,"TUBE Ø114,3 - CHAMBRE À  MOUSSE DN50 - INOX","TUBE Ø114,3 CHAMB  MOUSSE DN50",PSF,   ,UNI     
221,1,27217,01/26/2017,20483              ,TUBE INTÉRIEUR POUR CHAMBRE À MOUSSE DN50 - INOX,TUBE INTERIEUR CHAMBRE MOUSSE ,PSF,   ,UNI     
222,1,27218,01/26/2017,20489              ,DEVERSOIR POUR CHAMBRE À  MOUSSE DN50 - INOX,DEVERSOIR CHAMBRE MOUSSE DN50 ,PSF,   ,UNI     
223,1,27219,01/26/2017,ACCI30RC00220120   ,TUBE ACIER E355 LG 3M 220X120,TUBE ACIER E355 LG 3M 220X120 ,MAP,   ,M       
224,1,27220,01/26/2017,09715.BLEU.C52     ,"Lance ""Turbokador 500"" à débits réglables 150 - 250 et 500 litres à 6 bar et purge + jets réglables (écran, diff. attaque + jet droit).Entrée Storz c/52 Aluminium anodisé + OPTION COULEUR BLEUE : OPEN/CLOSED",LANCE TURBOKADOR 500 BLEU C/52,PF ,   ,UNI     
225,1,27222,01/26/2017,ALAJ60RC00002114   ,TUBE ALU 6060T56 21*14MM,TUBE ALU 6060T56 21*14MM      ,MAP,   ,M       
226,1,27223,01/26/2017,11920.4106         ,"BRIDE CARRE DN65 FM2""1/2 / BOITE GUIL 65 FF 2""1/2 sans verrou ",BRIDE CARRE DN65/GUIL 65 SV   ,PSF,   ,UNI     
227,1,27224,01/26/2017,01507.T            ,"Lance monitor ""Primator 3000"" - PN16 pour postes fixesManoeuvre par poignée T à position réglable - Débattement : -70° à +90° en site et 360° en azimutSortie filetée femelle 2 1/2"" - Construction en alliage d'aluminium anodisé - Revêtement peinture polyester teinte rougeEntrée par bride DN100 - PN16",LANCE PRIMATOR 3000 BRIDE 100 ,PF ,   ,UNI     
228,1,27225,01/26/2017,41163              ,POIGNEE EN T - PRIMATOR-ALU-OAD,POIGNEE EN T                  ,PSF,   ,UNI     
229,1,27226,01/26/2017,41161              ,TIGE MANOEUVRE - POIGNNEE EN T-ALU,TIGE DE MANOEUVRE             ,PSF,   ,UNI     
230,1,27227,01/26/2017,41162              ,MANCHE - POIGNNEE EN T PRIMATOR 3000 - ALU,MANCHE POIGNEE PRIMATOR 3000  ,PSF,   ,UNI     
231,1,27230,01/27/2017,"29161.FF2""1/2BSP   ","CANON eau mousse ""Power Foam"" bas foisonnement,auto aspirant de 4000 l/mn.Entrée femelle tournante 2""1/2 BSP.Aluminium anodisé.Livré avec flexible d'apiration (raccord d'aspiration guillemin DN50)",CANON EAU-MOUSS POW.FOAM TOURN,PF ,   ,UNI     
232,1,27231,01/27/2017,41142L             ,"LANCE AUTOMATIQUE FLOWMATIC MN COMPOSITE 400LPM à 6 bar 1,5"" NPSH - Spécial marine avec gachetteRéférence LEADER : LAC-008-TI",LANCE FLOWMATIC COMPOSITE 400L,PF ,   ,UNI     
233,1,27233,01/27/2017,09422.04586        ,1/2 RAC SYM GUIL 65 a bourrelet avec verrou sur bride DN80 PN16 Acier inoxydable,1/2 RAC GUIL 65 AV SUR BRIDE  ,PF ,   ,UNI     
234,1,27234,01/27/2017,ALAD30RP00000018   ,ROND ALU 2017 Ø18MMLONGUEUR BARRE 3M,ROND ALU 2017 3M Ø18MM        ,MAP,   ,M       
235,1,27235,01/27/2017,ALAD30RP00000016   ,ROND ALU 2017 Ø16MMLONGUEUR BARRE 3M,ROND ALU 2017 3M Ø16MM        ,MAP,   ,M       
236,1,27236,01/30/2017,35049              ,RACCORD TOURNANT RIA INOX,RACCORD TOURNANT RIA INOX     ,PSF,   ,UNI     
237,1,27261,01/31/2017,PR00246            ,DEMI DISPERSEUR CANON DN200AISI 316LPEINTURE POLYESTER ROUGE RAL 3000SELON PLAN A3-PR00246,DEMI DISPERSEUR CANON DN200   ,ACO,   ,UNI     
238,1,27238,01/30/2017,PLPC10RC00012060   ,TUBE PLATSIQUE POMC 120*60 MMPRIX AU KILOLG BARRE 1M,TUBE PLATSIQUE POMC 120*60 MM ,MAP,   ,UNI     
239,1,27239,01/30/2017,07451.AV.01646     ,Division 3 sorties à robinet à volant. Entrée DSP65 Tournante / Sortie DSP65/ 2x Sorties DSP40 .,DIV 3 ROB VOL DSP65 AV/DSP65  ,PF ,   ,UNI     
240,1,27242,01/30/2017,41117              ,ACCROCHE BATTERIE  POUR MONTMIRAIL DCMATIERE : INOX 316,ACCROCHE BATTERIE             ,PSF,   ,UNI     
241,1,27243,01/30/2017,41118              ,FIXATION BATTERIE MONTMIRAIL DC - ALU - OAD NOIRE,FIXATION BATTERIE             ,PSF,   ,UNI     
242,1,27244,01/30/2017,ALAM60RC00001410   ,TUBE ALU 6060T6 14*10MMLG BARRE 6M,TUBE ALU 6060T6 14*10MM       ,MAP,   ,M       
243,1,27245,01/30/2017,41111              ,CHASSIS POUR STATION MOUSSE DN40 200 L/MIN 15M OU 30M - ALU,CHASSIS STATION MOUSSE 240L   ,PSF,   ,UNI     
244,1,27246,01/30/2017,41112              ,SUPPORT FIXE-LANCE POUR CHASSIS SANS BIDON STATION MOUSSE DN40 200 L/MIN 15M OU 30M - ALU,SUPPORT FIXE-LANCE CHASSIS    ,PSF,   ,UNI     
245,1,27247,01/30/2017,39514              ,"DIFFUSEUR AUTOMATIQUE 2000 ENTRÉE 2""1/2 BSP - ALU - OAD NOIRE","DIFF AUTOKADOR 2000 LISSE 2,5""",PF ,   ,UNI     
246,1,27248,01/30/2017,40799.R            ,CORPS MONITOR DN80 EN BRONZE ROUGE REPRIS POUR MONITOR DN80 TELECOMMANDEE - BRONZE,CORPS MONITOR DN80 BRONZE ROUG,PSF,   ,UNI     
247,1,27251,01/31/2017,BRBD30RC00008154   ,TUBE BZE CuSn7Pb6 Zn4 81*54MMPRIX AU KILOLG BARRE 3M,TUBE BZE CuSn7Pb6 Zn4 81*54   ,MAP,   ,M       
248,1,27252,01/31/2017,TC010006           ,RUBAN DE MASQUAGE BEIGE 25MM X50M,RUBAN DE MASQUAGE BEIGE 25MM  ,ACO,   ,UNI     
249,1,27253,01/31/2017,TC010007           ,RUBAN DE MASQUAGE BEIGE 50MM X 50M,RUBAN DE MASQUAGE BEIGE 50MM  ,ACO,   ,UNI     
250,1,27254,01/31/2017,TC010008           ,PROGRAMMATEUR DEBOGUEUR IN-SITU - ICD3 MPLAB MICROCHIP,PROGRAMMATEUR DEBOGUEUR IN-SIT,ACO,   ,UNI     
251,1,27255,01/31/2017,TC010009           ,CABLE MICROCHIP ICD - RJ11 VERS CONTACT MALE,CABLE MICROCHIP ICD           ,ACO,   ,UNI     
252,1,27256,01/31/2017,36232              ,BOMBE AEROSOL 500 ML JAUNE RAL 1021-Z59 13001,BOMBE AEROSOL 500 ML JAUNE    ,AFO,   ,UNI     
253,1,27257,01/31/2017,34602.R            ,SOUS-TRAITANCE PEINTURE ROUGE RAL 3000 SUR CODE 34602 CANON POUDRE 30 KG/S FF3'' INOX ,PEINTURE RAL 3000             ,PF ,   ,UNI     
254,1,27258,01/31/2017,08179.BLANC        ,1/2 raccord Storz NEN DN65 pour aspiration-refoulement / douille annelée de 65. AluminiumJOINT BLANC,RAC STORZ 65 DA65 ALU ASPI+RFT,PSF,   ,UNI     
255,1,27259,01/31/2017,08180.BLANC        ,1/2 raccord Storz DN100 pour aspiration-refoulement / douille annelée de 100 (avec loquets). AluminiumJOINT BLANC,RAC STORZ 100 DA100 ALU ASPI+R,ACO,   ,UNI     
256,1,27260,01/31/2017,18373.YELLOW.C52   ,"Lance Débolite 10-20-25-40 GPM,entrée filetée femelle 1"" bsp- 1/2 raccord Storz C/52 fm 1"", SPHERE EN INOX, option couleur JAUNE avec poignée Open/Closed.LOGO POMPIERS DU CHILI A GRAVER AU LASER",LANCE DEBOLITE 40 GPM TOURN FF,PF ,   ,UNI     
257,1,27262,01/31/2017,PR00245            ,CHAPE DE VERIN DE DISPERSEURCANON DN 200Matière : INOX 316LPeinture : Polyester rouge RAL 3000Selon Plan A3-PR00245-1A-2A,CHAPE DE VERIN DE DISPERSEUR  ,ACO,   ,UNI     
258,1,27263,02/01/2017,06814.FM1.5        ,"LANCE MOUSSE BAS FOISONNEMENT DE 450 L/MIN AVEC ROBINET. SANS ORIFICE D'ASPI. ENTRÉE FM 1""1/2. ALUMINIUM",LANCE MOUSSE BF AV ROB SS ORIF,PF ,   ,UNI     
259,1,27264,02/01/2017,41173              ,Transformation Guillemin  DN 100 / GFR femmele DN 80 en laiton. ,TRANSFORMAT.GUIL 100 / GFR 80 ,PF ,   ,UNI     
260,1,27265,02/01/2017,AIIE60RC00172126   ,"Rond INOX 316 6M Dim.17,2x12.6MMPRIX AU METRE","Rond INOX 316 6M Dim.17,2x12.6",MAP,   ,M       
261,1,27266,02/01/2017,AIIE60TC120120EP3  ,TUBE CARRE INOX 316L 120*120 EP3,TUBE CARRE INOX 316L 120*120 E,MAP,   ,M       
262,1,27267,02/01/2017,ALAC60CO00100505   ,CORNIERE ALU 6060T5 100*50*5MMPRIX AU KILOLG BARRE 6M,CORNIERE ALU 6060T5 100*50*5MM,MAP,   ,M       
263,1,27268,02/01/2017,41172              ,"Lance monitor sur remorque.Lance DN65 en acier inoxydable 18/8 3000l/min équipée d'un canon eau-mousse auto-aspirant de 3000 l/min à 7 bars en inox.Avec finission pollissage electrolytique.Lance équipée d'un manomètre.Réglage de l'aspiration de 0 à 6% avec flexible d'aspiration de 3 mètres monté sur une canne d'aspiration en acier inoxydable.Collecteur DN100 placé sous la plate-forme,équipé de 4 entrées DSP65 équipé de demi-raccord et de bouchons en bronze avec clapets anti-retour.Remorque routière en acier avec une plate-forme en tole d'aluminium à damiers de 4mm d'épaisseur.Dimensions de la plate-forme 1m85 x 1m67 et bras de 1m50 - Anneau d'accrochage 68x42 - Deux caissons pour ranger 4 longueurs de tuyaux de refoulement de 40m et 70mm de diamètre.2 roues tubeless 175x13 - Une suspension à barre de torsion, 4 béquilles de stabilisation réglable, 1 roue jockey réglage, un frein de parking à cable, 1 éclairage normalisé, une roue de secours",LANCE MONITOR SUR REMORQUE    ,PF ,   ,UNI     
264,1,27269,02/01/2017,ACCI60TJ00005752   ,TUBE ROND ACIER ts34.1 57*52MMBARRE DE 6M,TUBE ROND ACIER ts34.1 57*52  ,MAP,   ,M       
265,1,27270,02/02/2017,40384              ,"PARTIE BASSE ENTREE TOURNANTE FM 4"" BSP-VECTOR II",PARTIE BASSE VECTOR II        ,PF ,   ,UNI     
266,1,27271,02/02/2017,40391              ,CORPS PARTIE BASSE ROUGE POUR VECTOR II - ALU,CORP PARTI BASS VECTOR II ROUG,PSF,   ,UNI     
